0.000213 0.000426 0.000640 0.000856 0.001074 0.001294 0.001516 0.001742 0.001972 0.002206 0.002444 0.002687 0.002936 0.003191 0.003452 0.003719 0.003994 0.004276 0.004565 0.004863 0.005169 0.005484 0.005809 0.006142 0.006485 0.006839 0.007202 0.007576 0.007961 0.008357 0.008765 0.009184 0.009614 0.010057 0.010512 0.010980 0.011460 0.011953 0.012459 0.012978 0.013510 0.014056 0.014616 0.015190 0.015778 0.016380 0.016996 0.017627 0.018272 0.018933 
0.000426 0.000852 0.001280 0.001712 0.002146 0.002586 0.003031 0.003483 0.003942 0.004410 0.004886 0.005373 0.005870 0.006380 0.006901 0.007436 0.007985 0.008549 0.009128 0.009724 0.010336 0.010966 0.011615 0.012282 0.012968 0.013675 0.014402 0.015150 0.015920 0.016712 0.017527 0.018365 0.019227 0.020112 0.021023 0.021958 0.022918 0.023904 0.024916 0.025954 0.027020 0.028112 0.029232 0.030379 0.031555 0.032759 0.033992 0.035253 0.036545 0.037865 
0.000638 0.001277 0.001919 0.002566 0.003218 0.003877 0.004544 0.005221 0.005910 0.006611 0.007325 0.008055 0.008801 0.009564 0.010347 0.011149 0.011972 0.012818 0.013686 0.014580 0.015498 0.016443 0.017416 0.018416 0.019446 0.020506 0.021597 0.022719 0.023874 0.025063 0.026285 0.027542 0.028835 0.030164 0.031529 0.032932 0.034372 0.035852 0.037370 0.038928 0.040526 0.042165 0.043845 0.045567 0.047330 0.049137 0.050986 0.052879 0.054816 0.056797 
0.000850 0.001701 0.002557 0.003418 0.004286 0.005164 0.006053 0.006956 0.007873 0.008807 0.009759 0.010731 0.011725 0.012743 0.013785 0.014855 0.015952 0.017079 0.018237 0.019428 0.020653 0.021912 0.023209 0.024543 0.025916 0.027329 0.028784 0.030281 0.031821 0.033406 0.035036 0.036713 0.038437 0.040209 0.042030 0.043900 0.045822 0.047795 0.049820 0.051897 0.054029 0.056215 0.058455 0.060751 0.063104 0.065513 0.067979 0.070504 0.073087 0.075729 
0.001061 0.002124 0.003192 0.004267 0.005351 0.006448 0.007558 0.008685 0.009830 0.010996 0.012185 0.013400 0.014642 0.015913 0.017215 0.018551 0.019922 0.021331 0.022778 0.024266 0.025797 0.027371 0.028992 0.030659 0.032376 0.034143 0.035961 0.037832 0.039758 0.041740 0.043778 0.045874 0.048029 0.050245 0.052522 0.054861 0.057264 0.059730 0.062263 0.064861 0.067526 0.070259 0.073061 0.075932 0.078873 0.081886 0.084970 0.088127 0.091357 0.094661 
0.001271 0.002545 0.003824 0.005112 0.006412 0.007726 0.009056 0.010407 0.011780 0.013177 0.014603 0.016059 0.017548 0.019072 0.020634 0.022236 0.023881 0.025570 0.027306 0.029092 0.030928 0.032817 0.034761 0.036763 0.038822 0.040943 0.043125 0.045371 0.047683 0.050061 0.052507 0.055024 0.057611 0.060270 0.063004 0.065812 0.068696 0.071658 0.074697 0.077817 0.081016 0.084297 0.087661 0.091108 0.094639 0.098255 0.101958 0.105747 0.109625 0.113591 
0.001480 0.002964 0.004454 0.005954 0.007467 0.008998 0.010548 0.012121 0.013720 0.015349 0.017010 0.018707 0.020442 0.022219 0.024040 0.025908 0.027825 0.029795 0.031820 0.033902 0.036043 0.038247 0.040515 0.042850 0.045253 0.047727 0.050274 0.052895 0.055592 0.058367 0.061223 0.064159 0.067179 0.070283 0.073473 0.076751 0.080118 0.083574 0.087122 0.090763 0.094498 0.098328 0.102254 0.106277 0.110399 0.114620 0.118942 0.123365 0.127891 0.132521 
0.001688 0.003380 0.005079 0.006790 0.008517 0.010262 0.012030 0.013825 0.015650 0.017509 0.019405 0.021341 0.023322 0.025350 0.027429 0.029562 0.031752 0.034002 0.036315 0.038693 0.041140 0.043659 0.046250 0.048919 0.051665 0.054493 0.057404 0.060400 0.063483 0.066656 0.069921 0.073278 0.076731 0.080280 0.083928 0.087676 0.091526 0.095478 0.099536 0.103699 0.107970 0.112349 0.116839 0.121440 0.126153 0.130980 0.135922 0.140980 0.146156 0.151450 
0.001894 0.003793 0.005700 0.007621 0.009559 0.011518 0.013503 0.015518 0.017567 0.019655 0.021784 0.023960 0.026185 0.028464 0.030801 0.033198 0.035660 0.038189 0.040790 0.043464 0.046216 0.049049 0.051964 0.054965 0.058056 0.061237 0.064512 0.067884 0.071354 0.074925 0.078599 0.082378 0.086264 0.090260 0.094366 0.098585 0.102918 0.107368 0.111935 0.116622 0.121430 0.126360 0.131415 0.136594 0.141900 0.147334 0.152898 0.158592 0.164418 0.170377 
0.002099 0.004203 0.006317 0.008445 0.010592 0.012764 0.014965 0.017199 0.019471 0.021785 0.024147 0.026560 0.029029 0.031558 0.034151 0.036812 0.039545 0.042353 0.045241 0.048211 0.051268 0.054414 0.057653 0.060988 0.064422 0.067957 0.071597 0.075344 0.079202 0.083171 0.087255 0.091457 0.095777 0.100219 0.104784 0.109475 0.114294 0.119241 0.124320 0.129531 0.134877 0.140360 0.145980 0.151739 0.157639 0.163681 0.169868 0.176199 0.182677 0.189303 
0.002302 0.004609 0.006927 0.009261 0.011617 0.013999 0.016413 0.018865 0.021358 0.023899 0.026491 0.029141 0.031852 0.034630 0.037478 0.040402 0.043405 0.046491 0.049665 0.052931 0.056292 0.059752 0.063314 0.066982 0.070760 0.074649 0.078655 0.082778 0.087023 0.091391 0.095886 0.100510 0.105266 0.110155 0.115181 0.120345 0.125649 0.131096 0.136687 0.142424 0.148310 0.154346 0.160533 0.166873 0.173369 0.180021 0.186831 0.193802 0.200933 0.208228 
0.002503 0.005011 0.007531 0.010069 0.012631 0.015222 0.017848 0.020514 0.023227 0.025992 0.028814 0.031699 0.034651 0.037676 0.040779 0.043964 0.047236 0.050600 0.054060 0.057621 0.061286 0.065059 0.068944 0.072946 0.077067 0.081311 0.085682 0.090182 0.094814 0.099583 0.104489 0.109537 0.114729 0.120067 0.125554 0.131192 0.136983 0.142930 0.149035 0.155300 0.161726 0.168317 0.175073 0.181996 0.189089 0.196352 0.203789 0.211399 0.219186 0.227150 
0.002701 0.005408 0.008128 0.010868 0.013633 0.016431 0.019266 0.022146 0.025077 0.028064 0.031114 0.034232 0.037424 0.040695 0.044051 0.047496 0.051037 0.054678 0.058423 0.062277 0.066246 0.070332 0.074541 0.078875 0.083340 0.087939 0.092675 0.097552 0.102574 0.107742 0.113061 0.118534 0.124163 0.129950 0.135900 0.142013 0.148293 0.154742 0.161362 0.168156 0.175125 0.182272 0.189598 0.197106 0.204797 0.212674 0.220738 0.228991 0.237435 0.246071 
0.002897 0.005800 0.008718 0.011656 0.014623 0.017624 0.020667 0.023759 0.026905 0.030113 0.033388 0.036737 0.040167 0.043683 0.047290 0.050995 0.054803 0.058719 0.062749 0.066897 0.071168 0.075568 0.080099 0.084767 0.089576 0.094530 0.099632 0.104887 0.110297 0.115867 0.121600 0.127498 0.133565 0.139803 0.146216 0.152806 0.159576 0.166529 0.173666 0.180990 0.188503 0.196208 0.204107 0.212202 0.220494 0.228986 0.237680 0.246577 0.255680 0.264990 
0.003089 0.006186 0.009299 0.012433 0.015599 0.018801 0.022049 0.025349 0.028709 0.032134 0.035633 0.039212 0.042878 0.046636 0.050494 0.054457 0.058531 0.062722 0.067036 0.071477 0.076050 0.080762 0.085616 0.090618 0.095771 0.101080 0.106549 0.112181 0.117982 0.123954 0.130101 0.136425 0.142932 0.149622 0.156501 0.163569 0.170831 0.178288 0.185944 0.193801 0.201860 0.210126 0.218599 0.227282 0.236177 0.245286 0.254612 0.264156 0.273920 0.283907 
0.003279 0.006566 0.009870 0.013198 0.016559 0.019960 0.023410 0.026916 0.030486 0.034127 0.037848 0.041654 0.045554 0.049553 0.053660 0.057879 0.062218 0.066683 0.071279 0.076012 0.080888 0.085912 0.091088 0.096423 0.101920 0.107585 0.113421 0.119433 0.125624 0.131999 0.138561 0.145314 0.152261 0.159405 0.166750 0.174299 0.182054 0.190019 0.198195 0.206586 0.215194 0.224022 0.233071 0.242345 0.251846 0.261575 0.271535 0.281728 0.292156 0.302821 
0.003465 0.006939 0.010431 0.013949 0.017502 0.021099 0.024747 0.028456 0.032234 0.036089 0.040028 0.044060 0.048191 0.052430 0.056783 0.061258 0.065860 0.070597 0.075475 0.080500 0.085677 0.091012 0.096512 0.102180 0.108022 0.114042 0.120246 0.126637 0.133220 0.139999 0.146978 0.154160 0.161549 0.169149 0.176962 0.184993 0.193243 0.201717 0.210416 0.219344 0.228502 0.237895 0.247523 0.257391 0.267499 0.277850 0.288447 0.299292 0.310386 0.321733 
0.003648 0.007305 0.010981 0.014685 0.018427 0.022215 0.026060 0.029969 0.033951 0.038016 0.042171 0.046425 0.050787 0.055262 0.059861 0.064589 0.069453 0.074461 0.079620 0.084935 0.090413 0.096060 0.101882 0.107883 0.114070 0.120447 0.127019 0.133790 0.140766 0.147950 0.155347 0.162960 0.170793 0.178850 0.187134 0.195648 0.204396 0.213381 0.222605 0.232071 0.241783 0.251743 0.261953 0.272416 0.283135 0.294111 0.305348 0.316847 0.328611 0.340641 
0.003826 0.007662 0.011519 0.015405 0.019332 0.023308 0.027344 0.031450 0.035634 0.039906 0.044274 0.048748 0.053337 0.058047 0.062889 0.067868 0.072993 0.078271 0.083710 0.089315 0.095093 0.101051 0.107195 0.113530 0.120061 0.126795 0.133736 0.140889 0.148259 0.155849 0.163665 0.171711 0.179989 0.188505 0.197261 0.206261 0.215509 0.225007 0.234759 0.244767 0.255035 0.265565 0.276359 0.287421 0.298753 0.310358 0.322237 0.334393 0.346829 0.359547 
0.004000 0.008011 0.012043 0.016107 0.020215 0.024375 0.028599 0.032898 0.037279 0.041755 0.046334 0.051025 0.055838 0.060781 0.065863 0.071092 0.076476 0.082022 0.087739 0.093633 0.099711 0.105980 0.112446 0.119114 0.125991 0.133083 0.140393 0.147929 0.155693 0.163692 0.171929 0.180408 0.189134 0.198111 0.207341 0.216830 0.226580 0.236594 0.246876 0.257429 0.268255 0.279358 0.290740 0.302403 0.314352 0.326587 0.339112 0.351929 0.365041 0.378449 
0.004169 0.008349 0.012553 0.016790 0.021074 0.025414 0.029822 0.034309 0.038885 0.043560 0.048346 0.053251 0.058285 0.063458 0.068778 0.074255 0.079896 0.085710 0.091704 0.097886 0.104263 0.110842 0.117630 0.124632 0.131855 0.139305 0.146986 0.154905 0.163065 0.171473 0.180133 0.189048 0.198224 0.207664 0.217371 0.227351 0.237605 0.248138 0.258953 0.270053 0.281441 0.293120 0.305092 0.317361 0.329930 0.342800 0.355974 0.369455 0.383246 0.397348 
