-0.000000 0.000000 0.000000 0.000001 0.000003 0.000005 0.000008 0.000012 0.000017 0.000024 0.000032 0.000042 0.000053 0.000067 0.000082 0.000100 0.000120 0.000142 0.000168 0.000196 0.000227 0.000261 0.000298 0.000339 0.000383 0.000431 0.000483 0.000539 0.000599 0.000663 0.000732 0.000805 0.000883 0.000966 0.001054 0.001147 0.001246 0.001350 0.001459 0.001575 0.001696 0.001824 0.001957 0.002097 0.002244 0.002397 0.002557 0.002725 0.002899 0.003080 
0.000000 0.000000 0.000001 0.000003 0.000006 0.000011 0.000017 0.000025 0.000036 0.000050 0.000066 0.000085 0.000109 0.000135 0.000167 0.000202 0.000242 0.000288 0.000338 0.000394 0.000457 0.000525 0.000600 0.000681 0.000770 0.000866 0.000970 0.001082 0.001202 0.001331 0.001468 0.001615 0.001771 0.001937 0.002113 0.002300 0.002497 0.002705 0.002924 0.003155 0.003398 0.003653 0.003921 0.004201 0.004495 0.004802 0.005122 0.005456 0.005805 0.006168 
0.000000 0.000001 0.000003 0.000006 0.000011 0.000018 0.000028 0.000041 0.000058 0.000078 0.000103 0.000133 0.000168 0.000208 0.000255 0.000309 0.000370 0.000438 0.000514 0.000599 0.000693 0.000796 0.000908 0.001031 0.001165 0.001309 0.001465 0.001633 0.001814 0.002007 0.002214 0.002434 0.002669 0.002919 0.003183 0.003463 0.003759 0.004072 0.004401 0.004748 0.005113 0.005496 0.005898 0.006319 0.006759 0.007220 0.007701 0.008202 0.008726 0.009271 
0.000001 0.000003 0.000006 0.000011 0.000019 0.000029 0.000043 0.000060 0.000083 0.000111 0.000145 0.000185 0.000233 0.000288 0.000351 0.000423 0.000505 0.000597 0.000699 0.000813 0.000938 0.001076 0.001227 0.001391 0.001570 0.001764 0.001972 0.002197 0.002439 0.002697 0.002974 0.003268 0.003582 0.003915 0.004269 0.004643 0.005038 0.005456 0.005896 0.006359 0.006846 0.007358 0.007894 0.008456 0.009044 0.009658 0.010300 0.010970 0.011668 0.012395 
0.000003 0.000006 0.000011 0.000019 0.000029 0.000043 0.000061 0.000084 0.000114 0.000150 0.000193 0.000245 0.000305 0.000375 0.000456 0.000547 0.000650 0.000766 0.000895 0.001038 0.001196 0.001370 0.001559 0.001766 0.001991 0.002234 0.002496 0.002778 0.003081 0.003405 0.003752 0.004121 0.004515 0.004932 0.005375 0.005844 0.006340 0.006863 0.007414 0.007994 0.008604 0.009244 0.009915 0.010619 0.011355 0.012124 0.012928 0.013766 0.014640 0.015550 
0.000005 0.000011 0.000018 0.000029 0.000043 0.000061 0.000085 0.000114 0.000151 0.000196 0.000250 0.000313 0.000387 0.000473 0.000571 0.000682 0.000808 0.000949 0.001105 0.001279 0.001470 0.001680 0.001909 0.002159 0.002430 0.002723 0.003039 0.003379 0.003745 0.004136 0.004553 0.004998 0.005472 0.005975 0.006508 0.007072 0.007668 0.008297 0.008961 0.009658 0.010392 0.011162 0.011969 0.012815 0.013699 0.014624 0.015590 0.016597 0.017648 0.018741 
0.000008 0.000017 0.000028 0.000043 0.000061 0.000085 0.000114 0.000151 0.000197 0.000251 0.000316 0.000392 0.000481 0.000583 0.000700 0.000832 0.000981 0.001147 0.001332 0.001537 0.001762 0.002009 0.002279 0.002573 0.002891 0.003235 0.003607 0.004006 0.004434 0.004892 0.005382 0.005903 0.006458 0.007047 0.007671 0.008332 0.009030 0.009766 0.010542 0.011358 0.012216 0.013117 0.014061 0.015050 0.016084 0.017165 0.018294 0.019471 0.020699 0.021977 
0.000012 0.000026 0.000041 0.000061 0.000085 0.000114 0.000151 0.000197 0.000251 0.000317 0.000394 0.000484 0.000589 0.000708 0.000845 0.000999 0.001171 0.001365 0.001579 0.001816 0.002076 0.002361 0.002673 0.003011 0.003378 0.003775 0.004202 0.004661 0.005154 0.005681 0.006243 0.006842 0.007479 0.008155 0.008871 0.009629 0.010430 0.011274 0.012164 0.013100 0.014083 0.015115 0.016197 0.017330 0.018515 0.019754 0.021047 0.022395 0.023801 0.025264 
0.000017 0.000036 0.000058 0.000083 0.000114 0.000151 0.000197 0.000252 0.000317 0.000394 0.000485 0.000590 0.000711 0.000850 0.001007 0.001184 0.001382 0.001603 0.001848 0.002118 0.002415 0.002740 0.003094 0.003479 0.003895 0.004345 0.004830 0.005350 0.005908 0.006504 0.007141 0.007818 0.008539 0.009303 0.010113 0.010969 0.011874 0.012828 0.013832 0.014889 0.015999 0.017164 0.018385 0.019663 0.021000 0.022397 0.023855 0.025376 0.026961 0.028611 
0.000024 0.000050 0.000078 0.000111 0.000150 0.000196 0.000252 0.000317 0.000394 0.000485 0.000590 0.000712 0.000851 0.001010 0.001189 0.001391 0.001616 0.001866 0.002143 0.002448 0.002782 0.003148 0.003546 0.003978 0.004446 0.004950 0.005493 0.006076 0.006701 0.007368 0.008080 0.008838 0.009643 0.010497 0.011401 0.012358 0.013367 0.014432 0.015553 0.016731 0.017969 0.019268 0.020629 0.022054 0.023544 0.025101 0.026726 0.028421 0.030186 0.032024 
0.000032 0.000066 0.000103 0.000145 0.000194 0.000250 0.000317 0.000394 0.000485 0.000590 0.000712 0.000852 0.001011 0.001191 0.001394 0.001621 0.001874 0.002155 0.002465 0.002807 0.003180 0.003588 0.004032 0.004513 0.005033 0.005594 0.006197 0.006844 0.007536 0.008276 0.009065 0.009904 0.010796 0.011741 0.012741 0.013799 0.014915 0.016092 0.017331 0.018633 0.020000 0.021435 0.022938 0.024511 0.026155 0.027873 0.029666 0.031536 0.033484 0.035511 
0.000042 0.000086 0.000133 0.000186 0.000245 0.000314 0.000393 0.000485 0.000590 0.000712 0.000852 0.001011 0.001191 0.001394 0.001623 0.001877 0.002161 0.002474 0.002819 0.003198 0.003613 0.004064 0.004555 0.005087 0.005661 0.006280 0.006944 0.007657 0.008419 0.009233 0.010101 0.011023 0.012002 0.013040 0.014139 0.015299 0.016524 0.017814 0.019172 0.020600 0.022098 0.023670 0.025316 0.027039 0.028840 0.030721 0.032683 0.034730 0.036861 0.039080 
0.000053 0.000109 0.000168 0.000233 0.000306 0.000388 0.000482 0.000589 0.000712 0.000852 0.001011 0.001191 0.001395 0.001623 0.001878 0.002162 0.002477 0.002824 0.003207 0.003625 0.004082 0.004580 0.005119 0.005703 0.006333 0.007012 0.007740 0.008520 0.009354 0.010244 0.011191 0.012199 0.013268 0.014400 0.015598 0.016863 0.018198 0.019604 0.021083 0.022638 0.024269 0.025979 0.027771 0.029645 0.031604 0.033650 0.035784 0.038008 0.040325 0.042737 
0.000067 0.000136 0.000209 0.000288 0.000376 0.000474 0.000584 0.000709 0.000851 0.001011 0.001191 0.001395 0.001623 0.001878 0.002163 0.002478 0.002826 0.003210 0.003631 0.004091 0.004592 0.005137 0.005728 0.006366 0.007054 0.007794 0.008587 0.009437 0.010344 0.011312 0.012342 0.013436 0.014596 0.015825 0.017125 0.018497 0.019943 0.021467 0.023069 0.024752 0.026519 0.028370 0.030308 0.032336 0.034455 0.036667 0.038975 0.041380 0.043884 0.046490 
0.000082 0.000167 0.000256 0.000352 0.000457 0.000572 0.000701 0.000846 0.001008 0.001190 0.001395 0.001623 0.001879 0.002163 0.002478 0.002827 0.003211 0.003632 0.004094 0.004598 0.005146 0.005741 0.006384 0.007079 0.007827 0.008630 0.009491 0.010412 0.011395 0.012442 0.013557 0.014740 0.015994 0.017321 0.018724 0.020205 0.021765 0.023408 0.025136 0.026950 0.028853 0.030847 0.032935 0.035118 0.037399 0.039780 0.042263 0.044850 0.047544 0.050347 
0.000100 0.000203 0.000310 0.000424 0.000548 0.000684 0.000834 0.001000 0.001185 0.001392 0.001622 0.001879 0.002163 0.002479 0.002827 0.003211 0.003633 0.004095 0.004600 0.005149 0.005746 0.006393 0.007091 0.007845 0.008654 0.009524 0.010454 0.011449 0.012510 0.013639 0.014840 0.016114 0.017464 0.018892 0.020401 0.021993 0.023670 0.025434 0.027289 0.029236 0.031279 0.033418 0.035657 0.037998 0.040443 0.042994 0.045655 0.048427 0.051313 0.054314 
